title,body_part,image_url,image_file
Bycicle Twisting Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/01471101-Bycicle-Twisting-Crunch_waist_small.png,images\Bycicle Twisting Crunch__Waist__97631565.png
Cable Rear Delt Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/02021101-Cable-Rear-Delt-Row-(stirrups)_Shoulders_small.png,images\Cable Rear Delt Row__Shoulders__21711044.png
Cable Seated Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/02121101-Cable-Seated-Crunch_Waist_small.png,images\Cable Seated Crunch__Waist__58030575.png
Lying Rear Delt Row,Back,https://apilyfta.com/static/GymvisualPNG/13281101-Dumbbell-Lying-Rear-Delt-Row_Back_small.png,images\Lying Rear Delt Row__Back__44193900.png
Barbell Standing Leg Calf Raise,Calves,https://apilyfta.com/static/GymvisualPNG/01081101-Barbell-Standing-Leg-Calf-Raise_Calf_small.png,images\Barbell Standing Leg Calf Raise__Calves__68951765.png
Barbell Close-Grip Bench Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/00301101-Barbell-Close-Grip-Bench-Press_Upper-Arms-FIX_small.png,"images\Barbell Close-Grip Bench Press__Triceps, Upper Arms__57075448.png"
Underhand Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/02451101-Cable-Underhand-Pulldown_Back_small.png,images\Underhand Pulldown__Back__528278.png
Wide Grip Rear Pulldown Behind Neck,Back,https://apilyfta.com/static/GymvisualPNG/13251101-Cable-Wide-Grip-Rear-Pulldown-Behind-Neck_Back_small.png,images\Wide Grip Rear Pulldown Behind Neck__Back__56415726.png
Cable One Arm Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/35631101-Cable-One-Arm-Pulldown_Back_small.png,images\Cable One Arm Pulldown__Back__7407981.png
Triceps Dips Floor,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/08151101-Triceps-Dips-Floor_Upper-Arms_small.png,"images\Triceps Dips Floor__Triceps, Upper Arms__51004200.png"
Lever Lateral Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/36291101-Lever-Lateral-Raise-(female)_Shoulder_small.png,images\Lever Lateral Raise__Shoulders__89689938.png
Seated Single Leg Hamstring Stretch,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/06921101-Seated-Single-Leg-Hamstring-Stretch_Thighs_small.png,"images\Seated Single Leg Hamstring Stretch__Hamstrings, Thighs__34473251.png"
Cross Body Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/02621101-Cross-Body-Crunch_waist_small.png,images\Cross Body Crunch__Waist__51316908.png
Dumbbell Deadlift,Back,https://apilyfta.com/static/GymvisualPNG/03001101-Dumbbell-Deadlift_Back_small.png,images\Dumbbell Deadlift__Back__72735604.png
Burpee with Push-up,Cardio,https://apilyfta.com/static/GymvisualPNG/34571101-Burpee-with-Push-up-(male)_Cardio_small.png,images\Burpee with Push-up__Cardio__5251922.png
Cable Lying Fly,Chest,https://apilyfta.com/static/GymvisualPNG/01851101-Cable-Lying-Fly_Chest_small.png,images\Cable Lying Fly__Chest__82942433.png
finger curls,Forearms,https://apilyfta.com/static/GymvisualPNG/14371101-Dumbbell-finger-curls_Hand_small.png,images\finger curls__Forearms__23679068.png
Dumbbell Shrug,Back,https://apilyfta.com/static/GymvisualPNG/25961101-Dumbbell-Shrug-(female)_Back_small.png,images\Dumbbell Shrug__Back__26547154.png
Dumbbell Standing Reverse Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/04291101-Dumbbell-Standing-Reverse-Curl_Forearms_small.png,images\Dumbbell Standing Reverse Curl__Forearms__77432118.png
Lever Squat,Thighs,https://apilyfta.com/static/GymvisualPNG/18751101-Lever-Squat-(plate-loaded)_Thighs_small.png,images\Lever Squat__Thighs__35521208.png
Dumbbell Decline Fly,Chest,https://apilyfta.com/static/GymvisualPNG/03021101-Dumbbell-Decline-Fly_Chest_small.png,images\Dumbbell Decline Fly__Chest__63121110.png
Cable Reverse-grip Pushdown,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/02071101-Cable-Reverse-grip-Pushdown_Upper-Arms_small.png,"images\Cable Reverse-grip Pushdown__Triceps, Upper Arms__46907475.png"
Hanging Straight Leg Raise,Hips,https://apilyfta.com/static/GymvisualPNG/25301101-Hanging-Straight-Leg-Raise-(female)_Hips_small.png,images\Hanging Straight Leg Raise__Hips__83317274.png
Cable Standing Reverse Grip Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/29531101-Cable-Standing-Reverse-Grip-Curl-(Straight-bar)-(female)_Forearms_small.png,images\Cable Standing Reverse Grip Curl__Forearms__80806472.png
Dumbbell Incline Y-Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/35411101-Dumbbell-Incline-Y-Raise_Shoulders_small.png,images\Dumbbell Incline Y-Raise__Shoulders__66342703.png
Seated Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04021101-Dumbbell-Seated-Preacher-Curl_Upper-Arms_small.png,"images\Seated Preacher Curl__Biceps, Upper Arms__22217166.png"
Dumbbell Lying on Floor Hammer Press,Chest,https://apilyfta.com/static/GymvisualPNG/33191101-Dumbbell-Lying-on-Floor-Hammer-Press_Chest_small.png,images\Dumbbell Lying on Floor Hammer Press__Chest__75364593.png
Wrist Circles,Forearms,https://apilyfta.com/static/GymvisualPNG/14281101-Wrist-Circles_Forearms_small.png,images\Wrist Circles__Forearms__7330818.png
Barbell Pause Bench Press,Chest,https://apilyfta.com/static/GymvisualPNG/50131101-Barbell-Pause-Bench-Press_Chest_small.png,images\Barbell Pause Bench Press__Chest__48078788.png
Cable One Arm Bent over Row,Back,https://apilyfta.com/static/GymvisualPNG/01891101-Cable-One-Arm-Bent-over-Row_Back-FIX_small.png,images\Cable One Arm Bent over Row__Back__659721.png
Lever Horizontal One leg Press,Hips,https://apilyfta.com/static/GymvisualPNG/08831101-Lever-Horizontal-One-leg-Press_Hips_small.png,images\Lever Horizontal One leg Press__Hips__12893151.png
Lever Seated Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/24451101-Lever-Seated-Crunch-(female)_Waist_small.png,images\Lever Seated Crunch__Waist__89688637.png
Barbell Rack Pull,Hips,https://apilyfta.com/static/GymvisualPNG/00741101-Barbell-Rack-Pull_Hips-FIX_small.png,images\Barbell Rack Pull__Hips__82831480.png
Bench Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/02911101-Dumbbell-Bench-Squat_thighs_small.png,"images\Bench Squat__Quadriceps, Thighs__87665300.png"
Standing Balance Quadriceps Stretch,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/35041101-Standing-Balance-Quadriceps-Stretch_Stretching_small.png,"images\Standing Balance Quadriceps Stretch__Quadriceps, Thighs__30208911.png"
Cable Rope One Arm Hammer Preacher Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16401101-Cable-Rope-One-Arm-Hammer-Preacher-Curl_Upper-Arms_small.png,"images\Cable Rope One Arm Hammer Preacher Curl__Biceps, Upper Arms__74139025.png"
Smith Upright Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/07751101-Smith-Upright-Row_shoulder_small.png,images\Smith Upright Row__Shoulders__29879783.png
Twisting Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/36211101-Twisting-Crunch-(Straight-Arms)-(male)_Waist_small.png,images\Twisting Crunch__Waist__19040449.png
Alternate Lateral Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/00071101-Alternate-Lateral-Pulldown_back_small.png,images\Alternate Lateral Pulldown__Back__25041467.png
Cable Lateral Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/01771101-Cable-Lateral-Pulldown-(with-rope-attachment)_Back_small.png,images\Cable Lateral Pulldown__Back__78936395.png
Shrug,Back,https://apilyfta.com/static/GymvisualPNG/02201101-Cable-Shrug_Back_small.png,images\Shrug__Back__29473521.png
Dumbbell Lateral to Front Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/03351101-Dumbbell-Lateral-to-Front-Raise_Shoulders_small.png,images\Dumbbell Lateral to Front Raise__Shoulders__82134228.png
Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/02661101-Crunch-(arms-straight)_waist_small.png,images\Crunch__Waist__74854002.png
Lever Seated Calf Press,Calves,https://apilyfta.com/static/GymvisualPNG/25581101-Lever-Seated-Calf-Press-(female)_Calves_small.png,images\Lever Seated Calf Press__Calves__86488454.png
Weighted Chin-Up,Back,https://apilyfta.com/static/GymvisualPNG/41021101-Weighted-Chin-Up-(male)_Back_small.png,images\Weighted Chin-Up__Back__17521933.png
Weighted Push-up with Vest,Chest,https://apilyfta.com/static/GymvisualPNG/39101101-Weighted-Push-up-with-Vest_Chest_small.png,images\Weighted Push-up with Vest__Chest__84253866.png
45 degree hyperextension,Hips,https://apilyfta.com/static/GymvisualPNG/14651101-45-degree-hyperextension-(arms-in-front-of-chest)-(Side-POV)_Back_small.png,images\45 degree hyperextension__Hips__766381.png
Dumbbell Straight Arm Pullover,Chest,https://apilyfta.com/static/GymvisualPNG/04331101-Dumbbell-Straight-Arm-Pullover_Chest-FIX_small.png,images\Dumbbell Straight Arm Pullover__Chest__95567969.png
Seated Overhead Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/00921101-Barbell-Seated-Overhead-Triceps-Extension_Upper-Arms_small.png,"images\Seated Overhead Triceps Extension__Triceps, Upper Arms__89241191.png"
Cable Straight Back Seated Row,Back,https://apilyfta.com/static/GymvisualPNG/30691101-Cable-Straight-Back-Seated-Row-(female)_Back_small.png,images\Cable Straight Back Seated Row__Back__51260747.png
Dumbbell Bar Grip Sumo Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/40301101-Dumbbell-Bar-Grip-Sumo-Squat-(male)_Hips_small.png,"images\Dumbbell Bar Grip Sumo Squat__Quadriceps, Thighs__8540550.png"
Reverse Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/03851101-Dumbbell-Reverse-Wrist-Curl_Forearm_small.png,images\Reverse Wrist Curl__Forearms__60472554.png
Barbell Hip Thrust,Hips,https://apilyfta.com/static/GymvisualPNG/22161101-Barbell-Hip-Thrust-(female)_Hips_small.png,images\Barbell Hip Thrust__Hips__25350527.png
Neck Circle Stretch,Neck,https://apilyfta.com/static/GymvisualPNG/39941301-Neck-Circle-Stretch_Neck_720_small.png,images\Neck Circle Stretch__Neck__92772246.png
Cable One Arm Preacher Curl,Biceps,https://apilyfta.com/static/GymvisualPNG/16331101-Cable-One-Arm-Preacher-Curl_Upper-Arms_small.png,images\Cable One Arm Preacher Curl__Biceps__51543842.png
Single Leg Bodyweight Deadlift with Arm and Leg Extended,Hips,https://apilyfta.com/static/GymvisualPNG/29201101-Single-Leg-Bodyweight-Deadlift-with-Arm-and-Leg-Extended-(female)_Hips_small.png,images\Single Leg Bodyweight Deadlift with Arm and Leg Extended__Hips__21481997.png
Lever Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/28201101-Lever-Triceps-Extension-(VERSION-2)-(female)_Upper-Arms_small.png,"images\Lever Triceps Extension__Triceps, Upper Arms__4272824.png"
Sled 45 degrees Narrow Stance Leg Press,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/36161101-Sled-45-degrees-Narrow-Stance-Leg-Press-(female)_Thighs_small.png,"images\Sled 45 degrees Narrow Stance Leg Press__Quadriceps, Thighs__60696928.png"
Dumbbell Plyo Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/03711101-Dumbbell-Plyo-Squat_thighs_small.png,"images\Dumbbell Plyo Squat__Quadriceps, Thighs__20196786.png"
Cable Bent-Over One Arm Lateral Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/39121101-Cable-Bent-Over-One-Arm-Lateral-Raise_Shoulders_small.png,images\Cable Bent-Over One Arm Lateral Raise__Shoulders__25882399.png
Kettlebell Side Bend,Waist,https://apilyfta.com/static/GymvisualPNG/43961101-Kettlebell-Side-Bend-(VERSION-2)_Waist_small.png,images\Kettlebell Side Bend__Waist__59725120.png
Cable Standing Front Raise Variation,Shoulders,https://apilyfta.com/static/GymvisualPNG/40141101-Cable-Standing-Front-Raise-Variation_Shoulders_small.png,images\Cable Standing Front Raise Variation__Shoulders__94963607.png
Dumbbell Incline Alternate Hammer Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/12331101-Dumbbell-Incline-Alternate-Hammer-Curl_Upper-Arms_small.png,"images\Dumbbell Incline Alternate Hammer Curl__Biceps, Upper Arms__89748511.png"
Lower Back Curl,Back,https://apilyfta.com/static/GymvisualPNG/13521101-Lower-Back-Curl_Back_small.png,images\Lower Back Curl__Back__29097961.png
Lever stepper,Cardio,https://apilyfta.com/static/GymvisualPNG/09381101-Lever-stepper_Cardio_small.png,images\Lever stepper__Cardio__47553822.png
Shoulder Stretch Behind the Back,Shoulders,https://apilyfta.com/static/GymvisualPNG/14881101-Shoulder-Stretch-Behind-the-Back_Shoulders_small.png,images\Shoulder Stretch Behind the Back__Shoulders__47392178.png
Standing Shoulder External Rotation,Back,https://apilyfta.com/static/GymvisualPNG/02351101-Cable-Standing-Shoulder-External-Rotation_Back_small.png,images\Standing Shoulder External Rotation__Back__7960753.png
Cable Close-Grip Front Lat Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/37541101-Cable-Close-Grip-Front-Lat-Pulldown-(female)_Back_small.png,images\Cable Close-Grip Front Lat Pulldown__Back__35752459.png
Cable Bent Over Row,Back,https://apilyfta.com/static/GymvisualPNG/38591101-Cable-Bent-Over-Row_Back_small.png,images\Cable Bent Over Row__Back__56210375.png
Seated Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04531101-EZ-Barbell-Seated-Triceps-Extension_Upper-Arms_small.png,"images\Seated Triceps Extension__Triceps, Upper Arms__60422433.png"
Lever Seated Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/12321101-Lever-Seated-Squat_Thighs_small.png,"images\Lever Seated Squat__Quadriceps, Thighs__78124328.png"
EZ Barbell Incline Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04491101-EZ-Barbell-Incline-Triceps-Extension_Upper-Arms_small.png,"images\EZ Barbell Incline Triceps Extension__Triceps, Upper Arms__40071040.png"
Bodyweight Slow To Explosive Squats (male),Hips,https://apilyfta.com/static/GymvisualPNG/63361101-Bodyweight-Slow-To-Explosive-Squats-(male)_Hips_small.png,images\Bodyweight Slow To Explosive Squats (male)__Hips__52691097.png
Assisted Hanging Knee Raise With Throw Down,Waist,https://apilyfta.com/static/GymvisualPNG/00101101-Assisted-Hanging-Knee-Raise-With-Throw-Down_waist_small.png,images\Assisted Hanging Knee Raise With Throw Down__Waist__41644999.png
Sled 45 degrees Wide Stance Leg Press,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/36171101-Sled-45-degrees-Wide-Stance-Leg-Press-(female)_Thighs_small.png,"images\Sled 45 degrees Wide Stance Leg Press__Quadriceps, Thighs__67419305.png"
Standing Reverse Grip Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/01101101-Barbell-Standing-Reverse-Grip-Curl_Forearms_small.png,images\Standing Reverse Grip Curl__Forearms__2003114.png
Reverse Chest Stretch,Chest,https://apilyfta.com/static/GymvisualPNG/17821101-Reverse-Chest-Stretch_Chest_small.png,images\Reverse Chest Stretch__Chest__1578145.png
Lever Rotary Calf,Calves,https://apilyfta.com/static/GymvisualPNG/31051101-Lever-Rotary-Calf-(female)_Calves_small.png,images\Lever Rotary Calf__Calves__75895793.png
Cable Upper Chest Crossovers,Chest,https://apilyfta.com/static/GymvisualPNG/24421101-Cable-Upper-Chest-Crossovers-(female)_Chest_small.png,images\Cable Upper Chest Crossovers__Chest__34903236.png
Middle Fly,Chest,https://apilyfta.com/static/GymvisualPNG/01881101-Cable-Middle-Fly_Chest_small.png,images\Middle Fly__Chest__22973246.png
Barbell Good Morning,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/00441101-Barbell-Good-Morning_Thighs-AFIX_small.png,"images\Barbell Good Morning__Hamstrings, Thighs__19340307.png"
Standing Quadriceps Stretch,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/10591101-Standing-Quadriceps-Stretch_Thighs_small.png,"images\Standing Quadriceps Stretch__Quadriceps, Thighs__72929478.png"
Cable Pulldown Bicep Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/16381101-Cable-Pulldown-Bicep-Curl_Upper-Arms_small.png,"images\Cable Pulldown Bicep Curl__Biceps, Upper Arms__97019423.png"
Over Bench One Arm Reverse Wrist Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/14411101-Dumbbell-Over-Bench-One-Arm-Reverse-Wrist-Curl_Forearms_small.png,images\Over Bench One Arm Reverse Wrist Curl__Forearms__68432993.png
Barbell Front Raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/00411101-Barbell-Front-Raise_Shoulders_small.png,images\Barbell Front Raise__Shoulders__85347748.png
V-up,"Hips, Waist",https://apilyfta.com/static/GymvisualPNG/36221101-V-up-(male)_Waist_small.png,"images\V-up__Hips, Waist__78453010.png"
Dumbbell Arnold Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/02871101-Dumbbell-Arnold-Press-II_Shoulders_small.png,images\Dumbbell Arnold Press__Shoulders__26975495.png
Cable Rear Delt Row,Shoulders,https://apilyfta.com/static/GymvisualPNG/02031101-Cable-Rear-Delt-Row-(with-rope)_Shoulders_small.png,images\Cable Rear Delt Row__Shoulders__70493449.png
Shoulder Grip Pull-up,Back,https://apilyfta.com/static/GymvisualPNG/17631101-Shoulder-Grip-Pull-up_Back_small.png,images\Shoulder Grip Pull-up__Back__57924127.png
Dips between Chairs,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/33871101-Dips-between-Chairs_Chest_small.png,"images\Dips between Chairs__Triceps, Upper Arms__92845094.png"
Scissors,"Hips, Waist",https://apilyfta.com/static/GymvisualPNG/35861101-Scissors-(advanced)-(male)_Waist_small.png,"images\Scissors__Hips, Waist__41401594.png"
Cable Half Kneeling Single Arm Row,Back,https://apilyfta.com/static/GymvisualPNG/76181201-Cable-Half-Kneeling-Single-Arm-Row-(male)_Back_GREEN.png,images\Cable Half Kneeling Single Arm Row__Back__15007782.png
EZ Barbell Spider Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04541101-EZ-Barbell-Spider-Curl_Upper-Arms_small.png,"images\EZ Barbell Spider Curl__Biceps, Upper Arms__67399218.png"
Cable Seated Single Arm Row,Back,https://apilyfta.com/static/GymvisualPNG/70591201-Cable-Seated-Single-Arm-Row-(female)_Back_GREEN.png,images\Cable Seated Single Arm Row__Back__53451570.png
Low Bar Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/14351101-Barbell-Low-Bar-Squat_Thighs_small.png,"images\Low Bar Squat__Quadriceps, Thighs__34268112.png"
Lever Parallel Chest Press,Chest,https://apilyfta.com/static/GymvisualPNG/10291101-Lever-Parallel-Chest-Press_Chest_small.png,images\Lever Parallel Chest Press__Chest__5153233.png
Elliptical Machine Walk,Cardio,https://apilyfta.com/static/GymvisualPNG/22631101-Elliptical-Machine-Walk-(female)_Cardio_small.png,images\Elliptical Machine Walk__Cardio__74049049.png
Crunch,Waist,https://apilyfta.com/static/GymvisualPNG/02671101-Crunch-(hands-overhead)_waist_small.png,images\Crunch__Waist__53044505.png
Lying Femoral,"Hamstrings, Thighs",https://apilyfta.com/static/GymvisualPNG/03391101-Dumbbell-Lying-Femoral_Thighs_small.png,"images\Lying Femoral__Hamstrings, Thighs__57160268.png"
Knuckle Push-Up,Chest,https://apilyfta.com/static/GymvisualPNG/41921101-Knuckle-Push-Up_Chest_small.png,images\Knuckle Push-Up__Chest__91221795.png
Neck Side Stretch,Neck,https://apilyfta.com/static/GymvisualPNG/14031101-Neck-Side-Stretch_Neck_small.png,images\Neck Side Stretch__Neck__17099652.png
Dumbbell Seated Shoulder Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/22371101-Dumbbell-Seated-Shoulder-Press-(female)_Shoulders_small.png,images\Dumbbell Seated Shoulder Press__Shoulders__17293792.png
Cable Cross-over Variation,Chest,https://apilyfta.com/static/GymvisualPNG/01551101-Cable-Crossover-Variation_Chest_small.png,images\Cable Cross-over Variation__Chest__93221477.png
Dumbbell Standing Bent Arm Lateral raise,Shoulders,https://apilyfta.com/static/GymvisualPNG/23161101-Dumbbell-Standing-Bent-Arm-Lateral-raise-(female)_Shoulders_small.png,images\Dumbbell Standing Bent Arm Lateral raise__Shoulders__56633814.png
Lever Seated Dip,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/22501101-Lever-Seated-Dip-(female)_Upper-Arms_small.png,"images\Lever Seated Dip__Triceps, Upper Arms__11531895.png"
Dumbell Glute Dominant Bulgarian Split Squat (female),Hips,https://apilyfta.com/static/GymvisualPNG/75901101-Dumbell-Glute-Dominant-Bulgarian-Split-Squat-(female)_Hips_small.png,images\Dumbell Glute Dominant Bulgarian Split Squat (female)__Hips__82299664.png
Overhead Triceps Stretch,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/06431101-Overhead-Triceps-Stretch_Upper-Arms_small.png,"images\Overhead Triceps Stretch__Triceps, Upper Arms__26971140.png"
Dumbbell Fly,Chest,https://apilyfta.com/static/GymvisualPNG/31751101-Dumbbell-Fly-(knees-at-90-degrees)_Chest_small.png,images\Dumbbell Fly__Chest__68274769.png
Front Plank with Twist,Waist,https://apilyfta.com/static/GymvisualPNG/04641101-Front-Plank-with-Twist_waist_small.png,images\Front Plank with Twist__Waist__74383269.png
Child Pose,Yoga,https://apilyfta.com/static/GymvisualPNG/09451101-Child-Pose_small.png,images\Child Pose__Yoga__5927892.png
Dumbbell Pullover on floor,Back,https://apilyfta.com/static/GymvisualPNG/43181301-Dumbbell-Pullover-on-floor_Back_720_small.png,images\Dumbbell Pullover on floor__Back__19399849.png
EZ-bar Close-Grip Bench Press,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/24321101-EZ-bar-Close-Grip-Bench-Press_Upper-Arms_small.png,"images\EZ-bar Close-Grip Bench Press__Triceps, Upper Arms__77702103.png"
Cable Pulldown,Back,https://apilyfta.com/static/GymvisualPNG/01971101-Cable-Pulldown-(pro-lat-bar)_Back_small.png,images\Cable Pulldown__Back__24676783.png
Bicycle Recline Walk,Cardio,https://apilyfta.com/static/GymvisualPNG/24281101-Bicycle-Recline-Walk-(female)_Cardio_small.png,images\Bicycle Recline Walk__Cardio__50151822.png
Weighted Side Lying Side Neck Raise,Neck,https://apilyfta.com/static/GymvisualPNG/44301101-Weighted-Side-Lying-Side-Neck-Raise_Neck_small.png,images\Weighted Side Lying Side Neck Raise__Neck__8923676.png
Cable Standing Shoulder External Rotation,Back,https://apilyfta.com/static/GymvisualPNG/26751101-Cable-Standing-Shoulder-External-Rotation-(female)_Back_small.png,images\Cable Standing Shoulder External Rotation__Back__78986541.png
Dumbbell Bench Seated Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/02901101-Dumbbell-Bench-Seated-Press_Shoulders_small.png,images\Dumbbell Bench Seated Press__Shoulders__24518631.png
Walking on Stepmill,Thighs,https://apilyfta.com/static/GymvisualPNG/24901101-Walking-on-Stepmill-(female)_Thighs_small.png,images\Walking on Stepmill__Thighs__77362552.png
Dumbbell Standing One Arm Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04231101-Dumbbell-Standing-One-Arm-Extension_Upper-Arms_small.png,"images\Dumbbell Standing One Arm Extension__Triceps, Upper Arms__59876001.png"
Cable Standing One Arm Triceps Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/26961101-Cable-Standing-One-Arm-Triceps-Extension-(female)_Upper-Arms_small.png,"images\Cable Standing One Arm Triceps Extension__Triceps, Upper Arms__75640903.png"
Split Squats,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/23681101-Split-Squats_Thighs-FIX_small.png,"images\Split Squats__Quadriceps, Thighs__7156477.png"
Band Chest Fly,Chest,https://apilyfta.com/static/GymvisualPNG/40751101-Band-Chest-Fly-(male)_Chest_small.png,images\Band Chest Fly__Chest__5105862.png
Smith Reverse Calf Raises,Calves,https://apilyfta.com/static/GymvisualPNG/07631101-Smith-Reverse-Calf-Raises_calf_small.png,images\Smith Reverse Calf Raises__Calves__56581484.png
Reverse Grip Curl,Forearms,https://apilyfta.com/static/GymvisualPNG/04511101-EZ-Barbell-Reverse-Grip-Curl_Forearms_small.png,images\Reverse Grip Curl__Forearms__14251096.png
Barbell Bent Over Wide Grip Row,Back,https://apilyfta.com/static/GymvisualPNG/37211101-Barbell-Bent-Over-Wide-Grip-Row_Back_small.png,images\Barbell Bent Over Wide Grip Row__Back__7964362.png
Lever Crossovers,Chest,https://apilyfta.com/static/GymvisualPNG/33441101-Lever-Crossovers_Chest_small.png,images\Lever Crossovers__Chest__15787607.png
Dumbbell Seated Bench Extension,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/03891101-Dumbbell-Seated-Bench-Extension_Upper-Arms-FIX_small.png,"images\Dumbbell Seated Bench Extension__Triceps, Upper Arms__17634000.png"
Dumbbell Waiter Biceps Curl,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/52011101-Dumbbell-Waiter-Biceps-Curl_Upper-Arms_small.png,"images\Dumbbell Waiter Biceps Curl__Biceps, Upper Arms__11079076.png"
High Bar Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/14361101-Barbell-High-Bar-Squat_Thighs_small.png,"images\High Bar Squat__Quadriceps, Thighs__46677105.png"
Resistance Band Triceps Pushdown,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/46881101-Resistance-Band-Triceps-Pushdown_Upper-Arms_small.png,"images\Resistance Band Triceps Pushdown__Triceps, Upper Arms__24014978.png"
Dumbbell Lying One Arm Deltoid Rear,Shoulders,https://apilyfta.com/static/GymvisualPNG/03411101-Dumbbell-Lying-One-Arm-Deltoid-Rear_Shoulders_small.png,images\Dumbbell Lying One Arm Deltoid Rear__Shoulders__7413396.png
Smith Behind Neck Press,Shoulders,https://apilyfta.com/static/GymvisualPNG/07471101-Smith-Behind-Neck-Press_shoulder_small.png,images\Smith Behind Neck Press__Shoulders__84579209.png
Biceps Stretch Behind The Back,"Biceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/14801101-Biceps-Stretch-Behind-The-Back_Upper-Arms_small.png,"images\Biceps Stretch Behind The Back__Biceps, Upper Arms__32040732.png"
Rotating Neck Stretch,Neck,https://apilyfta.com/static/GymvisualPNG/18311101-Rotating-Neck-Stretch_Neck_small.png,images\Rotating Neck Stretch__Neck__65426671.png
Dumbbell Standing Kickback,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/04201101-Dumbbell-Standing-Kickback_Upper-Arms_small.png,"images\Dumbbell Standing Kickback__Triceps, Upper Arms__56568802.png"
Dumbbell Split Squat,"Quadriceps, Thighs",https://apilyfta.com/static/GymvisualPNG/29591101-Dumbbell-Split-Squat-(female)_Thighs-FIX_small.png,"images\Dumbbell Split Squat__Quadriceps, Thighs__24583500.png"
Dumbbell Standing Alternating Tricep Kickback,"Triceps, Upper Arms",https://apilyfta.com/static/GymvisualPNG/17391101-Dumbbell-Standing-Alternating-Tricep-Kickback_Upper-Arms_small.png,"images\Dumbbell Standing Alternating Tricep Kickback__Triceps, Upper Arms__69159795.png"
